"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681.601308674513","817.899678442181","519.859748476369","710.258315485817","777.857003954106","694.696791569587","804.0030890645","890.742564919414","841.2437945288","895.817459173377","",
"Australia","AUS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1402.79369546223","2171.39426528817","3187.89942492269","3505.12572806905","3938.58564985066","4574.11080242501","9810.21505311893","21544.7937676257","32903.5850745925","36720.853441807","",
"Austria","AUT","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690.149608939135","1068.4439268925","1613.40623020831","1857.46801554702","2345.32706103046","3081.90763093797","4449.98024418463","7431.71463561626","16705.0109377038","26306.7745236124","",
"Azerbaijan","AZE","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5402205264839","4.90565766227752","10.7575649348135","16.7785217081682","22.9678222907225","33.2665204805178","101.867098894711","259.487663578963","329.383845965868","368.839939030169","",
"Burundi","BDI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.461063105476715","0.446508006000175","0.432620072619605","0.314455882835415","0.609489941231964","0.787399249805365","1.52555330388126","4.61807418178809","5.99532293225339","9.19294606168987","",
"Belgium","BEL","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401.814092422381","597.920107727085","957.330070986299","1260.55085185082","1610.03731179171","2038.46021481266","3047.27862045911","8300.54404519041","13973.2427973124","19663.9601604137","",
"Benin","BEN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.108704407605004","0.317096914329927","0.925045800045389","0.999541410400908","1.06932720459787","2.26929925551856","2.48342840418478","4.20573977888905","7.31385711230811","9.91428717419174","",
"Burkina Faso","BFA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25632453557038","0.248726659412554","0.603454924270631","0.702873434459249","0.739223668440671","1.4908376431425","1.82341042319318","1.92775764689357","2.5314488215726","3.39543902977446","",
"Bangladesh","BGD","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.203285872180755","0.489034316529458","0.73506133361701","0.955718323259495","1.30727272641376","2.0095192848446","23.618282969186","65.215515295293","115.967150135608","100.180218287998","",
"Bulgaria","BGR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3343693999634","101.383607264129","251.714781283261","322.500056778179","635.249084363681","679.855965269391","4043.45114117608","32308.3256559157","38223.855618127","40238.0471463974","",
"Bahrain","BHR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.9480199216672","109.53322416522","208.470679099007","247.903278178656","288.905937166701","328.023961785937","346.474343013808","359.419948409517","370.833144837104","388.746578664515","",
"Bahamas, The","BHS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366.257022274062","414.375780430895","530.826439007217","620.969147638138","739.275779544725","1002.12182594614","1053.102285867","1508.7973889423","2357.12063063997","1586.72287807909","",
"Bosnia and Herzegovina","BIH","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8743307195413","18.0269995288398","33.8421491207144","41.4948886483252","61.7442787464131","82.2310628714796","188.408061148161","1499.01820871501","1934.75853425269","2656.1647985459","",
"Belarus","BLR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0576450361374","9.0782686095006","25.4635878617929","38.6647069505727","61.1113333448027","107.591287150081","438.981747578865","2259.88664876024","3420.67838041634","5722.0686572184","",
"Belize","BLZ","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213.977374218517","281.615930377274","979.289940828402","1015.28715849761","834.828478121834","1141.48609298679","1517.37242128122","8002.25670558242","11595.7616212138","42179.7706178766","",
"Bermuda","BMU","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3562.43473988084","5529.39718728703","6682.30500941387","7292.19550468454","7768.12306180724","8093.56653432868","8132.7260897853","7875.00195700844","8150.81351689612","7697.36224537689","",
"Bolivia","BOL","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.77195407514885","8.12693369616665","10.5033150003912","14.2282916109234","18.4934092011436","26.6795955373317","37.8904174680989","109.53417242823","130.184225653128","172.586010718225","",
"Brazil","BRA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2504588911243","44.0929577364671","70.5463934841085","86.830261358838","112.337642626281","158.960819671883","410.044364010161","1581.63855431217","2036.38400853647","2740.91114167719","",
"Barbados","BRB","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.855995973502","247.3611862029","292.562566090941","383.403213552072","477.486175721935","574.785156523812","643.815868661563","768.604598351693","868.682428543021","940.684609354586","",
"Brunei Darussalam","BRN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1685698553439","58.4218975432322","122.810403294326","150.832919160973","241.599535347964","573.622522637603","612.196283944736","1620.83336278161","1988.52112774558","10720.4265091106","",
"Bhutan","BTN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45878282078999","2.88476239654521","11.4027848451288","9.85585113722442","18.079259473532","19.2340453593744","36.6494776092053","118.030816773252","177.626015053142","478.317162281874","",
"Botswana","BWA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.529202030089","5.95414711308215","9.8060798675787","10.6664804880981","19.1514564203821","35.3654143223326","50.9272462619401","68.4767505559768","133.532908098305","210.965244127157","",
"Central African Republic","CAF","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.224005555337772","0.22256001887309","0.220376592744277","0.435158358478234","0.642897048395361","1.05369969769356","",
"Canada","CAN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1282.69790852721","1641.93661564955","2146.09447390179","2362.88540582985","2697.82505421174","3386.89498345625","10221.4412517132","26566.6604302329","30953.2158779678","35900.8378509799","",
"Central Europe and the Baltics","CEB","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.275642129341","220.505995937299","401.701758395544","523.66260566128","702.644297621847","989.774282227703","4145.8905124807","13204.854846598","21419.6772198172","27521.645909932","",
"Switzerland","CHE","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1449.6015225225","2439.08357491623","3486.49301269586","3954.9550730059","4897.99965781901","6938.08892982176","17196.7260846272","32951.9962517038","68154.7541796893","95788.2323525406","",
"Channel Islands","CHI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3002686118875","64.4091510664995","102.928981818581","127.42219548955","165.156076997531","223.992483201816","1237.18578018381","7258.19240138255","8073.29319627789","11013.6967855383","",
"China","CHN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19906855397864","1.95739995387351","3.77583392253618","5.15625690668788","9.759065287663","19.6824725426992","47.9115666242343","209.120055972504","446.706827597596","734.975298970105","",
"Cote d'Ivoire","CIV","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.535724287060554","0.665758223719016","1.80998095900031","2.44482117830873","3.44406092225858","5.03742700628339","6.04465133569584","8.67520282071764","11.6477455289909","44.5238675927839","",
"Cameroon","CMR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.344128462958578","0.43049043191966","0.884326961555887","1.26827114441269","1.80761205717803","2.23191598656181","2.8002378446795","8.54838456902607","5.43300731191573","15.1489505100791","",
"Congo, Dem. Rep.","COD","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0619541702079929","0.0749005848282604","0.173860766821315","0.154150559159432","0.352458991836874","0.511512010616786","0.634605330758393","2.55532135598521","2.81914335368933","3.0302832334302","",
"Congo, Rep.","COG","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.227539362034238","1.77375804787284","1.94688845043038","3.16657849504768","3.7066820150759","4.61754760440626","4.696028060333","6.10178967397947","6.13324987157347","",
"Colombia","COL","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5035747645226","14.89178914269","30.4064693854709","41.358848294368","54.739739684114","71.316339057278","319.978923529044","462.892500740751","651.174231977669","780.660207146114","",
"Comoros","COM","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.41528994337425","0","1.3486085731047","3.95053924860744","1.28629936816975","59.0755060382709","4.91465698151598","7.20874853722478","7.05147340536805","",
"Cabo Verde","CPV","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3578657638018","28.0642109145725","61.3575860738072","62.5307768667391","75.2504973286074","74.3220967216332","112.963290695967","260.466570045972","498.375223211412","549.15580932292","",
"Costa Rica","CRI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.552732590579","137.921031468011","163.609215017065","272.874483852853","305.084293351373","312.92519252016","489.861399840183","1161.42493445394","1205.93482351327","1310.33582357895","",
"Caribbean small states","CSS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1295079042666","95.6940524437584","150.155648630692","176.462338627157","200.461647281737","268.062140570347","357.526805912742","761.450534560148","1023.10680397959","2671.39263026923","",
"Cuba","CUB","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0890802570357369","0","0","","0.0884415554322484","0.0883019283110199","2.82308710044165","8.46616167776043","16.052018417839","35.3818856921566","",
"Curacao","CUW","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","13.1502814160223","1313.20617336922","1455.97752535133","2525.6361564755","2912.36596853392","3165.28796628687","3785.98247809762","4106.94562581726","",
"Cayman Islands","CYM","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1676.31281761717","2937.21275787","3935.00457953119","3754.25482213175","4338.67998948199","4973.75413129415","5226.23024181304","6058.50241393456","11531.149686789","16952.0231569871","",
"Cyprus","CYP","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275.927277433643","406.282532607063","1506.54687122813","980.884124539063","2426.48303154168","2377.29169627515","4550.55474039619","17364.0309236403","6372.00287572576","8221.42961433369","",
"Czech Republic","CZE","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305.506467667391","470.079900244739","834.666487802766","1079.86553895505","1417.62547116024","2048.8222188023","11991.389254095","25419.9420488373","42344.5953726121","56198.2524546827","",
"Germany","DEU","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049.31794333683","1471.90314571602","2194.9044898179","2601.18328828955","3352.78609576143","4297.92588653237","11624.9602042748","34181.2784354313","56406.6207107244","77932.6701125509","",
"Djibouti","DJI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.76078257744008","7.02844411332663","1.15189325174857","4.52850866020675","8.90178658856833","10.9410028304374","11.8392615744926","22.2434771003403","37.5422350143912","45.1949545996138","",
"Dominica","DMA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3262507407094","70.5059507022393","197.280349468048","168.976005407232","225.082647534642","266.917662925137","5357.11781452031","6969.12871896779","6631.76265270506","9817.84759358289","",
"Denmark","DNK","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1588.05036264689","2368.15896105463","3064.43340083969","3458.45684328857","4349.80220520158","6004.944503221","24041.3337267218","43757.82743392","123154.440492982","277133.679112315","",
"Dominican Republic","DOM","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.861636383909","13.7569663749171","24.0662714629101","26.8704200861764","34.2345210285545","46.3931964426047","93.2894763796335","98.1629544994731","121.669325732686","113.139468466121","",
"Algeria","DZA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36133739865702","0.490979024175916","1.23047664893701","1.78289891602892","2.41498191062938","3.82601450739119","7.61995811538362","63.3257015514048","67.6084824277976","50.0312939472308","",
"East Asia & Pacific (excluding high income)","EAP","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43394549899269","3.55500566170636","6.87632122490416","9.02180634608652","14.2259650609037","24.5122305076406","106.548044861983","466.895378825284","680.448565619143","1000.05228265753","",
"Early-demographic dividend","EAR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.11609053995707","10.0063391461249","17.5145703851297","21.0479623911287","25.7985451169402","33.6293156285174","126.849848379097","501.483453035533","623.41155413911","849.165720790998","",
"East Asia & Pacific","EAS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.8647083914702","78.6005983392229","112.25458991208","130.203506682655","163.01985340698","196.625832118491","412.363864834815","1237.83540258333","2000.5661046875","3019.53794198236","",
"Europe & Central Asia (excluding high income)","ECA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9265479007","40.3912443453249","79.8129437813752","100.918238560399","134.218642484794","235.52699862196","1045.21194779879","3330.78096577019","4531.29605120952","6649.63090911979","",
"Europe & Central Asia","ECS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.392973547646","530.565546840942","792.43167014024","936.259811507902","1176.8555742557","1610.97078964026","4425.27588647829","12183.6716486491","18873.8806479042","26677.6889590447","",
"Ecuador","ECU","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5921498047081","13.8416176508308","23.9755431365258","30.6860288293331","41.6879860490058","81.359386430562","120.549762705554","209.944844200849","265.623107735339","313.578104604544","",
"Egypt, Arab Rep.","EGY","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.47700508577476","2.98121656113121","5.05656877211236","6.36844400927372","8.01772490055643","10.547091481588","14.6960617265086","36.1873306330534","35.1135314657019","35.3328826224207","",
"Euro area","EMU","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544.031519789922","782.288710503457","1192.36958903465","1428.14996240477","1853.60716564698","2493.80553172394","6795.5212859821","19626.3641809358","30489.1989705361","42178.5408493901","",
"Eritrea","ERI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.315414130868477","0.311141478519415","","","","","","","","","",
"Spain","ESP","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.055442100404","265.003964148667","403.629824906669","488.330716969492","625.848709153152","889.571524340964","2762.55977801596","7247.03903373442","11302.764658321","17716.3132712919","",
"Estonia","EST","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","535.496348035074","730.730376311077","1255.76852126263","1613.81247453522","2194.67572430004","3120.70712714772","10786.6756853297","29131.217625233","48893.4376316683","83332.453885526","",
"Ethiopia","ETH","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0342309588351725","0.0443754519570445","0.25882437160597","0.293544787622181","0.366993976701163","0.327265831430051","0.405391705826621","0.714285553168672","1.46487201655811","1.47217942244706","",
"European Union","EUU","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.034386929673","703.880042049341","1074.81053993946","1289.72061893961","1671.59830948997","2257.88120894528","6461.03095347219","18525.504711704","29631.4695206356","41808.0839974538","",
"Fragile and conflict affected situations","FCS","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.837266475451527","1.09388239732349","2.05414146100959","2.56715092922333","3.37258609112609","4.24253810296321","24.3709428693628","86.813946185281","78.542793970275","51.9496460576378","",
"Finland","FIN","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.4607223244","1581.02634759344","2205.22053036487","2525.47724091979","3008.87373313471","3395.18108392853","7131.36291119889","22324.1144951885","33999.120663944","57706.1377305711","",
"Fiji","FJI","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1194787734148","24.3210658649208","47.3950632839693","49.6760658404266","73.8643642528793","90.948128483227","113.480185098791","149.294724881732","173.178204900377","210.123455957787","",
"France","FRA","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.051563625221","401.406245647951","622.466020271244","821.349673213954","1188.96912080874","1898.47153356589","6688.01787132278","14831.3648437534","20421.4496473967","29396.2767936069","",
"Faroe Islands","FRO","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1735.89325302213","2258.32758296217","3135.25489622306","3466.13213062724","3628.02335279399","3683.58618967347","3695.01588026488","3931.22426599905","4639.46223477741","4991.98816713916","",
"Micronesia, Fed. Sts.","FSM","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1514026683251","77.3320444659256","114.825943008057","103.846081226517","120.991009437299","137.747371320997","154.243977679989","161.494361155223","186.434659090909","210.8685146949","",
"Gabon","GAB","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46284187323753","18.4016122186705","8.00145397849438","12.1073970142058","12.2093640513855","16.4297530505431","22.4117760436044","28.0895747480535","26.4241308938198","25.3155351312887","",
"United Kingdom","GBR","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315.40196727977","1811.95314929256","2500.54101073285","2832.49480303329","3251.04534207127","4386.26511775814","8696.42046337756","21195.885324026","27261.8209740232","35989.502711964","",
